POST ID	POST TEXT
d398918e4121469475f31540db23ae54	Construction worker jailed two years for sex with girl, 13, who became pregnant.SINGAPORE - A construction worker from India had sex three times with a 13-year-old girl who became pregnant as a result and underwent an abortion.Vellakkanu Raja, 24, was sentenced to two years' jail on Thursday (Aug 4) after admitting to three counts of sexual penetration in February, August and October last year.Three other charges of digital penetration were taken into consideration in sentencing.A district court heard that the Secondary 1 student was with her friend at Changi Beach while Raja was drinking beer with his friends there sometime around November or December 2014.After their respective friends had left, she approached Raja and gave him her mobile number. He called her later that evening and they began talking.After that, they talked regularly over the phone and met on a few occasions.After several weeks, in January last year, she began to consider herself in a boyfriend-girlfriend relationship with Raja.Sometime around February last year, they met at Changi Village. She asked him to buy beer which they consumed at a deserted area of the beach. He had unprotected sex with her.The following month, her 24-year-old male cousin found out about the two of them and told her mother, who confiscated the girl's phone and told her not to see Raja.On May 28 last year, the girl ran away from home. Her mother lodged a police report the next day. She also called Raja and told him to contact her if the victim met or approached him.Later that day, Raja met the victim in Yishun and managed to contact her cousin who came and took her home. The cousin told Raja that she was "very young'' and had a nine-year age difference with him.The girl's mother also told Raja to stop seeing her daughter, who was still schooling. But they continued to meet.Investigations further revealed that sometime around August and October, the two met at Punggol Waterway Park, consumed beer and had sex at a grass patch at the park.The girl told her mother in January this year that she might be pregnant. A polyclinic confirmed that she was. She was taken to KK Women's and Children's Hospital, which referred the case to the police.A few days later, she informed Raja that the case had been referred to the police. Raja was arrested at Changi Airport on Jan 23 for trying to leave the country. The girl underwent an abortion when she was 23 weeks pregnant.Defence counsel Shaneet Rai said it was the victim who sought out his client by giving him a missed call on his mobile phone, and initiated contact with him by calling him to meet up. He said they were in a "genuine and loving relationship''.Deputy Public Prosecutor Sruthi Boppana said the accused continued to seek out the victim despite her mother and cousin reaching out to him. She said it was utterly incredible for the defence to characterise the relationship as a case where the accused merely succumbed to the victim's advances.Raja could have been jailed for up to 10 years and fined for each charge of sexual penetration of a minor. 
d40f28092fb249af9a54c9256180a520	Nanyang Poly found weak in governance.The manner in which Nanyang Polytechnic (NYP) managed transactions involving public funds with its subsidiary "reflects a disregard for financial controls and proper governance", the Auditor-General's Office (AGO) said yesterday.NYP was one of 11 statutory boards audited for financial year 2015/16 by the AGO.The public sector watchdog found that NYP did not have a proper governance framework for transactions with its subsidiary, Nanyang Polytechnic International.Some members of NYP's board of governors with "vested interests" in the subsidiary were involved in making related decisions.The board also approved a funding model more generous than that provided for in government instructions.Also, by not charging market rates for the use of its premises, and by giving more funding than that approved by the board, NYP gave its subsidiary hidden subsidies and excess funds totalling $8.38 million from 2007 until March last year."Without a proper framework to manage conflict of interest, there was no assurance that decisions on transactions with its subsidiary were made in an objective and impartial manner," said the AGO.Generous funding terms, excess funding and hidden subsidies lacked transparency and made it hard for the Government to assess the subsidiary's true financial performance and viability, it added.The AGO flagged two other issues.During an October 2014 event, NYP allowed the Nanyang Polytechnic Education Fund's name to be used to solicit $286,300 in donations for needy graduates - a purpose that was not authorised under the fund.It also issued tax deduction receipts in the fund's name, and claimed and received matching grants of $429,500 from the Ministry of Education (MOE).The AGO also did test checks on seven of NYP's revenue contracts and found lapses in two contracts worth $1.1 million, for a childcare centre and a canteen operator.The lapses include failing to determine rental rates through market tests or professional valuation.Nanyang Poly's responseNYP said in a statement yesterday that it acknowledged and accepted the findings of the AGO's report."We have commenced a detailed review of the areas highlighted to ensure that measures are put in place to effectively address the issues of concern," it added.NYP also noted that some board members and staff were appointed to the subsidiary's board "to ensure alignment of objectives" between the polytechnic and the subsidiary. They do not receive separate director's fees."None of the decisions cited in the audit observations yielded personal gain for any of the individuals involved," it added.Still, to avoid "a situation of actual or perceived conflict of interest", NYP will put in place a governance framework on the handling of transactions with subsidiaries.In a separate statement, MOE - under which NYP falls as a statutory board - made similar points.Nanyang Polytechnic International was set up to receive foreign visitors and take NYP's courses overseas, and all its profits belong to NYP, added MOE.But it acknowledged the need for a proper governance framework and has instructed NYP to take immediate actions to put one in place.In April this year, the polytechnic stopped funding its subsidiary and started charging it the market rate for the use of its premises.The board of governors has been informed of the excess funding and NYP will seek its decision on what to do.As for the donations, NYP is working with MOE and seeking donors' approval to use the funds to help needy current students instead.It has also engaged a professional valuer to review rental rates for the childcare centre, and changed the tender process for canteens. 
d48a975fd7449b1a9e7faedc84009808	Simpler investment scheme to grow retirement nest egg.Central Provident Fund (CPF) members who want to take bigger risks to grow their nest egg, but lack the time or know-how to do so, can look forward to a new, simplified retirement investment scheme.The Government yesterday accepted a proposal from an advisory panel that the CPF Board introduce a low-cost investment option for its members.The Lifetime Retirement Investment Scheme (LRIS) would offer a smaller number of well-diversified funds, which do not need active management.This is because an existing high-risk investing option has not helped many members realise returns superior to CPF interest rates.Panel member Christopher Tan, chief executive of financial advisory firm Providend, called the scheme a "game changer" for CPF investments.He said: "For the longest time, there have been members who don't have regular experience investing their CPF, because they don't have the time or knowledge, and it is also very expensive."GAME CHANGERFor the longest time, there have been members who don't have regular experience investing their CPF, because they don't have the time or knowledge, and it is also very expensive.PANEL MEMBER CHRISTOPHER TAN, chief executive of financial advisory firm Providend, on the need to offer a new option for CPF investments.Another panellist, Mr Ng Cher Yan, managing partner of auditing and accounting practice Plus LLP, noted that a majority of CPF members met the savings threshold for this scheme, and this figure was likely to increase in the future.Six in 10 active CPF members aged 45 today have Special Account (SA) savings in excess of $40,000, he said. This is expected to go up to nine in 10 in 2030.The LRIS aims to bridge the gap between leaving one's savings in the Ordinary Account (OA) or SA, and putting them into the CPF Investment Scheme (CPFIS), a higher-risk option more suitable for savvier investors.CPF members can currently invest their OA and SA savings above the first $20,000 and $40,000 respectively through the CPFIS, which has more than 200 funds to choose from.At the end of last year, $25 billion was invested through the CPFIS. A further $105 billion remains to be invested.The panel recommended that the LRIS funds should not be managed actively, which would incur higher management fees, but passively by a single administrator.Because the CPFIS operates under a retail model, investment fees are high - as much as 3 per cent for sales charges - and this significantly erodes returns.These costs could be reduced by aggregating a "critical mass of assets" from many members, said National University of Singapore (NUS) Business School practice professor of finance Joseph Cherian.He added that returns are also affected when inexperienced investors "churn", or buy and sell their investments frequently. The new scheme should have measures to prevent such "churn", he said.The panel engaged consulting firm Mercer to study models such as static risk funds and life-cycle planning, in which the exposure to risk is reduced the closer the investor gets to retirement.It advised the Government to establish an expert investment council to set up and implement the LRIS.It also suggested that the Government review the CPFIS so it can be better targeted at experienced investors. 
d6c020590328939dc015d0b21a111cbd	Tree kangaroo adopted by a wallaby finds a new home.Orphaned at seven weeks when a falling branch killed its mother, a tree kangaroo who miraculously survived in the pouch, and was later adopted by a wallaby, has found a new home at the Singapore Zoo.Makaia's move here last month from an Australian zoo is part of a global breeding programme to ensure the survival of its species, the endangered Goodfellow's tree kangaroo.Makaia will be put together with a female tree kangaroo, Nupela, in the hope that the pair will start their own furry family.Threatened by unsustainable hunting and loss of habitat, the Goodfellow's tree kangaroo population has halved in the last 50 years.Brown with two golden stripes running down its back, the marsupial native to Papua New Guinea is among the rarest animals kept under human care, with only about 50 found in zoos around the world.Compared to land kangaroos, it has shorter limbs, making it stockier and clumsy on the ground. But it has broader feet and can walk backwards, which makes it easier for it to negotiate treetop terrain.In November 2014, Makaia made headlines around the world when, at 47 days old, it was adopted by a yellow-footed wallaby. The joey had been in its mother's pouch when the mother was crushed by a branch.As it was too young to be hand-reared by humans, keepers at the Adelaide Zoo had only one option - transfer it into the pouch of a surrogate wallaby, in a world's first for conservation.When it grew too big for the wallaby's pouch, Makaia - which means "magic" in a Papua New Guinea language - was cared for by a keeper.Having been fostered and hand-raised, two-year-old Makaia can be quite timid and likes climbing to high vantage points to survey its surroundings, according to Mr Anil Bisht, a quarantine officer at the Singapore Zoo who has been caring for Makaia since its arrival.The tree kangaroo was accompanied to Singapore by a teddy bear given by its Australian keepers, as a companion, so it does not turn nervous or aggressive. But Makaia is gentle to its human carers."When we hand-feed some animals who are not trained, they take the food with their mouth. Makaia, he takes it using his hand, and very gently," said Mr Bisht.Keepers hope that Makaia will be a good match for the three-year-old Nupela, who arrived in June from a Sydney zoo. The Singapore Zoo has two other older tree kangaroos in its collection.Makaia's story highlights the importance of breeding under human care, said Dr Cheng Wen-Haur, Wildlife Reserves Singapore's deputy chief executive and chief life sciences officer. "In the wild, if he were to fall out of his mother's pouch, that would be the end of him.We still want him to be fully functioning as a tree kangaroo, so the plan would be to breed him."Nupela is already in the pair's exhibit in the zoo's Australasian zone. Keepers are observing how Makaia adapts to its new environment before introducing it to its destined mate, and has even weaned it off the teddy bear.Mr Bisht said: "Despite the thunder and lightning here, he didn't go to his teddy, so we've tossed it out. He's settling down very well actually, without the teddy bear." 
d6ec601b13926491a70af73ba389a133	Online accolades for soldier who helps mum carry girl at NDP preview.SINGAPORE - A Singapore soldier who helped a mother and her daughter at the National Day Parade preview on July 23 has won the hearts of netizens.Lieutenant Tee Chze Hao carried a little girl to save her the long walk from one end of the National Stadium to the other.His good deed was first shared by Mr Kenny Leo on Facebook on Tuesday (July 26), along with a photo of a soldier in army fatigues carrying his daughter.Mr Leo wrote: "This photo was taken by my wife just before NDP preview. She was a bit late and also ended up at the wrong side of the stadium. This kind soldier offered to carry my daughter as it was a long walk to the correct entrance and my wife had to carry some stuff."The kind act was shared on Stomp, then highlighted on The Singapore Army's Facebook page on Wednesday (July 27).Mr Tee was supervising the entrance of spectators in the South Sector, according to the account on The Singapore Army.As the seats filled up, the remaining spectators had to be re-directed to another entrance in the North Sector.Mr Leo's wife was carrying her daughter and struggling with her bags. Mr Tee offered to help and she allowed him to carry her daughter, the post said."I'm definitely glad to know that my actions have brightened someone's day," Mr Tee said.Mr Leo also commented on The Singapore Army's post: "It really did brighten our day. And from the photo itself, I guess you can tell my daughter enjoyed her 'free ride' as well. Haha."Mr Tee's battalion, 5 SIR, is involved in packing and distributing the funpacks and spectator management for the National Day Parade on Aug 9. 
d78df1fc0039289a6196ec820762b3bc	HDB resale prices rise by 0.7% last month, reversing June's slight fall.The public housing resale market has continued on its long stabilisation path, with prices rising by a marginal 0.7 per cent last month, a reversal of June's 0.6 per cent fall, according to SRX Property flash figures yesterday.However, the number of deals fell 13.7 per cent from the month before.Prices rose across most flat types, with an increase of 0.6 per cent for three-roomers, 0.3 per cent for four-roomers and 0.5 per cent for five-roomers. But executive flat prices edged down 0.4 per cent.The overall price rise was also seen in both mature and non-mature estates, with increases of 0.8 per cent and 0.6 per cent respectively.The minor uptick should be seen as part of the market's continued stability and not the start of a trend, said experts. "Buying interest for HDB resale flats has definitely stabilised and reached an equilibrium point," said R'ST Research director Ong Kah Seng.The last time that monthly HDB resale prices rose or fell by more than 1 per cent was in August 2014, when they fell 1.1 per cent.Unlike prices, resale volumes have been less stable. Last month, 1,573 flats changed hands, down from 1,823 in June. Nevertheless, this was comparable to the 1,552 flats resold in July last year.The fall in volume suggests that flat owners are resisting overly low offers from buyers, said Mr Ong."Opportunity buyers" who are in the market precisely because of low prices form the bulk of buyers today, he added.Looking ahead, experts agree that the market's price stability is likely to continue.But volumes may fall again this month due to the Hungry Ghost Festival which traditionally sees fewer deals, said Century21 chief executive officer Ku Swee Yong.This month will also see the launch of new flats by the Housing Board, which could decrease resale demand.About 4,800 Build-To-Order flats will be on offer in the non-mature towns of Hougang, Sembawang and Yishun, and the mature town of Tampines. 
d7cdb9a64e2e4d4f9dca44b7a947a572	New taxi operator with all-electric fleet to hit Singapore's roads in September.SINGAPORE - A new taxi company with an all-electric fleet is set to hit the road in two months' time.HDT Singapore Taxi said on Monday (July 25) that it plans to roll out operations in the first week of September, after getting approval from the Land Transport Authority (LTA).The firm is expected to start with more than 10 vehicles, before progressively ramping up its fleet to 100 by the first quarter of 2017.Its managing director James Ng told The Straits Times that fares will be be "competitive and tagged to the market rate", adding that more details will be announced when the Public Transport Council has approved its pricing structure.Registered as a company here in April, HDT Singapore Taxi will join a market with five other taxi companies which run a total of more than 28,000 cabs here.The e-taxi trial ties in with the Government's plans to widen the testing of the viability of electric vehicles (EV), from individual corporate usage to fleet-based, shared-car operations.A LTA spokesman said: "HDT will run a fleet of 100 EVs commercially as part of an eight-year trial, so that the relevant agencies can collect the necessary data under real-life conditions to study the feasibility of EV fleet business models."HDT Singapore Taxi will use electric vehicles from BYD (Build Your Dreams), a Shenzhen-based auto and battery manufacturer that has United States investment guru Warren Buffett as a shareholder.It will use BYD's e6 model, which has a range of about 350km, and a battery that requires only 90 minutes to be fully charged.While other taxi operators lease out their taxis to hirers, HDT Singapore Taxi will be the first to employ their cabbies full-time. 
d8e924c418320e900ed53c813959132b	Sending team to Iraq 'in S'pore's interests'.Singapore is a target for the Islamic State in Iraq and Syria (ISIS) regardless of its participation in the United States-led coalition against the militant group, Prime Minister Lee Hsien Loong said on Wednesday.He was explaining that the decision to send a medical team to contribute to the effort against ISIS was made with Singapore's own interests in mind.Speaking to Singapore reporters as he wrapped up an official visit to the US capital, Mr Lee dismissed the notion that Singapore's increased contribution would make it more of a target."We are a target of ISIS anyway. The JI (Jemaah Islamiah) were looking for us before we did anything and before we knew they existed," he said. "If they see Indonesia and Malaysia as legitimate targets, all the more Singapore, (which) is a rational, open, cosmopolitan country, and not what they think countries should be, and therefore should be attacked. So do not think that by lying low, we are not going to be a target."Mr Lee announced that Singapore would send a medical team to Iraq to contribute to the effort against ISIS at a joint press conference with President Barack Obama on Tuesday.Singapore has had detachments in the Middle East at different times since 2014.It has deployed Singapore Armed Forces (SAF) liaison officers, intelligence fusion officers, an imagery analysis team and an RSAF KC-135R tanker to support air-to- air refuelling operations.The Ministry of Defence said the deployment would be similar to previous SAF medical deployments during Operation Blue Ridge in Afghanistan.As Mr Lee explained in the interview: "We will send a team, we will go and recce, understand the circumstances, understand how best we can work, and whom we are working with, and then we will see how we will do it. But we will do it."The joint statement released after Mr Lee met Mr Obama in the Oval Office also mentioned that the Republic of Singapore Air Force was exploring the possibility of training in the Pacific island of Guam, a US territory that is home to the US Andersen Air Force Base.Mr Lee said those discussions were still in the preliminary stages."The air force is always looking for opportunities to expand its training options because we are so airspace-constrained in Singapore. So we have fighter training in America, fighter training in Australia - we have a flying training school there, we have got a facility in France in Bordeaux," he said."And Guam, geographically, is a bit closer than these places... And the American forces are there, and there is a good possibility of us working together with them, and developing a training facility there." 
db7742c2ad641ee417d8ccdacbbab097	Three cars damaged by fallen tree along Sime Road on Tuesday morning.SINGAPORE - Three cars were damaged by a fallen tree along Sime Road following heavy rain on Tuesday (July 26) morning.The Singapore Civil Defence Force (SCDF) said it was alerted to the incident near the Singapore Island Country Club at about 10.55am.It dispatched a fire engine, a Red Rhino, an ambulance and a support vehicle to the scene.No one was trapped in the vehicles and no injuries were reported, a spokesman said. SCDF personnel remained at the scene to assist with clearing the debris.In a Facebook post, Emeritus Senior Minister Goh Chok Tong shared pictures of the cars smashed by the fallen branches.He said that it was lucky no one was seriously injured, noting that the driver of an Uber car was "slightly cut" by broken glass from the top of his car.Mr Goh wrote: "I had to walk around the fallen tree to go home in another car waiting on the other side of the tree. I hope the drivers of the three cars are not badly traumatized." 
dbe0fd0ad47b249298011b91c2a813ac	Punggol to get temporary library.Residents of Punggol Walk will get a library within walking distance by October but it will be in the form of two cargo containers.The idea by the area's MP, Ms Sun Xueling, stems from repeated requests by young families who form the majority of her constituents in the Punggol West ward in Pasir Ris-Punggol GRC. Most of the flats there are less than five years old."I understand the parents' concerns. It's important to encourage children to read from young," said Ms Sun, who has a three-year-old daughter and is expecting her second child in November.But a public library, as with a town hub and regional sports centre for Punggol, will be ready only in four years' time."Four years may not be a long time but try telling that to the children. It's like asking them to wait their entire life," she told The Straits Times.Though it is a temporary measure, residents interviewed are delighted as the closest library a 20-minute walk away - Sengkang Public Library - is closed for renovations until next year.Like most residents, Ms Masrina Jamaludin, 37, said she takes her seven-year-old girl to Cheng San Public Library in Hougang Mall, a 30- minute journey on public transport.The container library on an unused plot of land next to residential block 211C in Punggol Walk will be just a block away from her home.Grassroots leader Derrick Teo, 38, said: "There are a lot of young parents in this area and they are very concerned about their children's education. It's natural they would want a library where their children can go to read."Ms Sun, chief executive of non-profit organisation Business China, credits her discussions with business leaders on the sharing economy for sparking the idea."The concept is to make good use of existing resources, which is what we are trying to do in Punggol," she said. "The plot of land and the books are both existing, unused resources, so it is of no cost to the people who own them."She and her grassroots team worked with the Housing Board to identify suitable plots of land for the interim library before the location was confirmed last week.The land, earmarked as a place of worship, can be used for the container library for the next two years until 2018. The library will cost about $50,000 to build and can accommodate up to 40 people. The National Library Board (NLB) will loan it about 2,000 books.Ms Sun said she had asked for two-thirds of the books to be for teenagers and younger children.An NLB spokesman said it will also train volunteers on how to run such community libraries.Ms Masrina, who also has a 15-month-old girl, said: "The Cheng San library is not very far away but it is not very convenient (for me) with two young children."She added: "It is very important to me that my daughter reads a lot. It's the only way for her to be good in English." 
dca893ba264af2f009b9dc4efce870d0	From lax enforcement to overpayment.From unearthing unused phone lines to finding volunteers who were overpaid, the Auditor- General's Office (AGO) left no stone unturned in its annual audit of 16 ministries, 11 statutory boards and several government funds.The report released yesterday highlighted four areas of concern: inadequate financial controls that could result in the loss of revenue, weak governance over public funds, a lack of oversight in how schemes are administered, and lapses in managing contracts.One area of weak financial controls flagged by the AGO was a lack of oversight by the Housing Board over carparks that were outsourced to commercial operators.There was a loss of revenue because no action was taken against those who avoided paying carpark charges, such as by manipulating the carpark system, the AGO noted.The AGO also observed that the Land Transport Authority (LTA) could have lost out on $13.93 million by undercollecting toll charges at the Woodlands and Tuas checkpoints in financial year 2014/15. This was a fifth, or 21.9 per cent, of LTA's total toll collection that year.LTA has since said there was a need to review the controls and enforce revenue collection at the checkpoints, and is working to address these gaps, including imposing stiffer penalties.These are some of the weaknesses the AGO found at several agencies.1 HDB: Failed to act against errant motorists at carparks Motorists have been getting away with not paying for parking at HDB carparks, such as by tailgating another vehicle at the gantry. This was possible because HDB neither adequately monitored carparks nor enforced payments.The AGO's spot checks on residential carparks found 2,501 instances between April and September last year when vehicles exited Electronic Parking System carparks without paying, for more than three times in a month. HDB received monthly reports but did not take action against the motorists.HDB has since begun analysing carpark operator reports, and started work on amending the law to act against parking charge evaders. It has also made police reports against motorists who evaded parking charges in industrial carparks.2 Mindef: Invested funds without proper approval The Ministry of Defence (Mindef) invested $50.26 million from its Savings and Employee Retirement (Saver)-Premium Fund in a United States real estate investment trust exchange-traded fund - without the approval of its board of trustees.Mindef also made the investment through an investment manager without first getting approval from the board to appoint the manager.The AGO found the evaluation carried out for the investment was inadequate. The department responsible did not give complete information on the investment costs when seeking the relevant director's approval.Mindef is reviewing its processes.3 MFA: Paid for unused phone linesThe Ministry of Foreign Affairs (MFA) subscribed to 28 mobile phone lines after they were no longer needed, resulting in $80,744 of public funds being wasted.Eleven of these lines were not used for more than two years. For the 17 remaining lines, the officers who were assigned those lines had left MFA or been given other lines three months to three years earlier.The AGO also found overpayments of phone bills totalling $109,868.MFA has since terminated the 28 unused lines. It plans to put in place a process to terminate or reassign lines when officers leave MFA, and has reminded its officers to verify their bills against their contracts.4 SPF: Overpaid volunteer copsVolunteer police officers were paid bigger allowances than they should have received from April 2008 to December last year.Since early 2008, the allowance rate for part-time officers under the Volunteer Special Constabulary was raised to $3.60 an hour, 80 cents above the rate stipulated by law.The deputy commissioner of police and permanent secretary for home affairs approved the hike despite not being authorised to do so.Police also paid allowances for duties lasting beyond four hours, and pro-rated allowances for duties under an hour, which was not allowed. All this resulted in $2.63 million worth of overpayments in total.The Singapore Police Force has begun work to amend its regulations.5 MinLaw: Handled assets from nursing homes poorlyThe assets left behind by people who died in nursing homes may not have been properly recorded or handled. The Public Trustee's Office did not have adequate controls over the handling or proper recording of such assets, the AGO found from checks on 14 cases. This lack of proper controls increased the risk that valuable assets could be misappropriated, said the AGO.Assets were also either omitted from the records or incorrectly recorded in four cases. Identities of the recording officers were left out.Changes have since been made.6 MOM: Unused computer systemThe Manpower Ministry bought a $432,407 computer system that turned out to be incompatible with its current system.The new system was meant to be integrated with MOM's Foreign Domestic Worker system. But the ministry did not carry out a robust evaluation of whether the two would be compatible before procurement.MOM then decided not to use the new computer system as modifying it would cost too much. It has been unused since November 2014.The AGO pointed out that some of the hardware assets and database licences could have been redeployed elsewhere in the ministry. MOM said it is exploring doing so.7 NAC: Overpaid for bin centreThe National Arts Council (NAC) paid an exceptionally high consultancy fee to construct a bin centre in Victoria Theatre and Victoria Concert Hall. NAC paid a $410,000 consultancy fee for the bin centre - 87.2 per cent of the bin centre's $470,000 construction cost.The AGO said the consultancy fee was "exceptionally high", and NAC did not conduct a cost assessment to ensure it was reasonable.When approval was sought to draw down the funds, the parent ministry - then the Ministry of Information, Communications and the Arts - did not use the normal method (a percentage of the construction cost), but benchmarked the fee for building the bin centre against other more complex projects.NAC now comes under the Ministry of Culture, Community and Youth (MCCY), which told the AGO the fee was high as "the construction of the bin centre for this project was more complex and required significantly more design expertise, technical consultancy services and effort to coordinate with multiple parties".MCCY said it would adopt the normal method to assess consultancy fees in future development projects. 
dd88720325ba9b22e6cd05c15e53f55b	Dance, bend and salsa, baby.While a few gyms here have closed down in the past year or so, the latest being the California Fitness chain, there are actually more choices for people looking for fresh and new ways to exercise.These workouts are being introduced by private fitness studios or gyms, as well as the national movement - called ActiveSg - to get people in Singapore to be active. "People tend to get bored with workout routines. New workouts are great in getting some excitement and fun into physical exercise," said sports psychologist Edgar Tham of SportPsych Consulting.Variety is especially helpful to those who find it hard to maintain a regular exercise routine.They can participate in workouts that they enjoy and not those that they do not like, he added.HAPPY WORKOUTI may not understand the music or the language, but the moves and the choreography are very cheerful.MS IRIS NG, a human resource professional, on the Kukuwa Fitness workout.Social support also helps. "This means getting some exercise kakis or getting support and encouragement from friends and family members," he said.For those who are already exercising and keen on staving off exercise boredom, he gives these tips:Vary your workoutsFind something novel to doIncrease the difficulty level of your workouts to make it slightly more challenging, but not to a level that is very difficult to reachSince ActiveSg was launched in 2014, it has been on the lookout for "new, fun and trendy programmes" to bring to Singapore, said its deputy director of programming, Mr Simon Tan.It looks out for programmes that have gained strong interest around the world. Then it will work with the brand owners and licence distributor to find out the benefits of the programmes, he said.These new programmes are held at the various sports centres around Singapore. They are often more affordably priced than those at private fitness studios or gyms.ActiveSg started Jumping Fitness classes, where participants do jumps and other moves on small trampolines, in August last year.The workout is also available at places such as New Hope BounceFit in Yishun, a social enterprise that offers Jumping Fitness classes six days a week.Newer workouts here include Bolly Dazz fitness and Bokwa H20.The former combines Bollywood dance moves with cardio and weight training.The latter is a variation of Bokwa that is done in the water. Bokwa is a dance fitness workout in which participants draw numbers and letters with their feet.Apart from new workouts, fitness studios and gyms may also offer new classes from time to time. For instance, the Virgin Active gym in Raffles Place started a Stretch And Roll class in June that is suitable for those who frequently have stiff or sore muscles. It focuses on the use of foam rollers to improve mobility, flexibility and performance.Here are three new workouts available:KUKUWA FITNESSThis is a new dance fitness workout that originated from Africa and is also known as the Kukuwa African Dance Workout.Expect to move your arms, waist, legs and hips to a blend of African rhythms.Fitness instructor Lucretia Cheng, who teaches this at the ActiveSg dance studios in Bedok and Pasir Ris, says you can burn up to 1,000 calories in a 60-minute class, working on muscles that you never knew you have.She was certified as an instructor last October when founder Kukuwa Nuamah, a dance choreographer and fitness professional, and her daughter, Cassandra, came here to teach it for the first time."I was intrigued by Kukuwa and what she had to offer," said Ms Cheng. "The workout is not only new, but it is also a culturally rich experience and offers something beyond a regular workout that connects people."You are exposed to African rhythms and cultural dance movements in the workout, she said."People have so much fun doing it. You can hear laughter throughout the session. It is truly a happy dance workout."ActiveSg started offering Kukuwa classes this month at the dance studios in Bedok, Bukit Gombak and Pasir Ris.Before this, numerous one-off sessions were held, including one on Car Free Day in April and four Sunday sessions in June at Bedok Reservoir Park.Human resource professional Iris Ng, 40, who attended one of them, would like to go for more classes."I may not understand the music or the language, but the moves and the choreography are very cheerful," she said."I can imagine myself sharing their joy and happiness while they celebrate the harvest with this happy dance."PILOXING BARREThis is piloxing with the use of a barre. It is a variation of piloxing, an interval workout that combines pilates, boxing and dance.Since Swedish dancer and trainer Viveca Jensen created piloxing in the United States several years ago, interest in the workout has grown."In Piloxing Barre, it's just pilates and boxing," said Ms Rasidah Caudal, 39, a freelance fitness instructor and piloxing master trainer."The original piloxing is like interval training. Boxing is high intensity, pilates is core exercises and dance adds the fun element. I like all three," she said."With Piloxing Barre, I can push myself more. I can engage more of my muscles with the help of the barre, like bending lower and raising my legs higher."Piloxing Barre classes started this month at the dance studio in Jurong East Sports Centre.SALSATIONThis dance workout, which takes its name from a combination of Salsa and Sensation, incorporates functional body movements and innovative dance moves.Participants move their bodies to mostly Latin or popular music. It was created by dancer and choreographer Alejandro Angulo, who is from Venezuela.Ms Angela Aiken, a part-time fitness instructor, first tried it a few years ago when she was in the United States. She liked the workout as it combines dance and fitness moves, and started teaching it in April this year.Systems analyst Low Ting Ting, who has been going to the Salsation class at Rasa Fitness, a dance and fitness studio at Peninsula Shopping Centre, thoroughly enjoys it as she loves Latin music."The moves are challenging but Angela manages to get us to do them well," she said. "She's very passionate about it and that makes me love the workout even more."Salsation classes will also be available at Tampines Sports Centre from Friday and Clementi Sports Centre from Aug 14. 
dd8b83bac73f3d0d2b5896077cd3d3c0	ST readers choose Bishan otters to represent Singapore in her 51st year.Singaporeans have spoken and Bishan's adorable otter family is their pick to represent the country on its 51st birthday.The Straits Times published a list of 50 objects that represented aspects of Singapore's history in 2013. This year, the paper invited readers to vote for what they thought should be the 51st object in an online poll launched on July 17.More than 12,000 readers visited our microsite A History Of Singapore In 51 Objects to cast their vote over 20 days.They were given five objects to choose from: the otters, Singlish for the buzz it created with entries in the venerable Oxford English Dictionary, the ubiquitous thumb drive invented by a Singapore company, the reliable Singapore passport and Cannes-winning film Ilo Ilo.While it was initially a close fight between Singlish and the otters, the latter ultimately raced ahead in the last week of voting and garnered just over 40 per cent of the vote.Singlish finished second with about 25 per cent, while nearly 22 per cent of the voters plumped for the Singapore passport.Ms Louise Jane Cher, who voted for the otters, found it "incredibly endearing" to see and hear news of the little otter family growing - and even thriving - in Singapore's compact urban space."They almost represent some form of togetherness that we can aspire to," said the 23-year-old Ms Cher, who works in advertising."It's incredible that these wild animals can roam free without being annoyed by humans (for the most part), and even be a common topic for all of us to fawn over."Housewife Mavis Soh, 40, voted for the otters after being struck by how family-oriented they appeared in public, reminding her of many Singaporean families.She said: "They are a tight-knit family and look out for each other, which is what Singaporeans are all about - helping each other regardless of race, language or religion."Ms Cher and Ms Soh were among the 10 lucky winners selected by The Straits Times to receive a goodie bag which includes a pair of two-week subscription passes to the paper's digital products.Worth more than $180 each, the goodie bags also contain collectibles from the National Heritage Board.Illustrations of all 55 objects on the microsite were drawn by designers Teo Yu Siang and Teo Yu Sheng, both 25, who are known for their website Building Singapore which documents 50 significant buildings.Curators from the National Museum of Singapore also contributed to the microsite by selecting objects from the museum's collection to be featured.mklee@sph.com.sg
